id,question,answer,category,urgency
NET011,Network drive mapping fails with permission error.,1. Verify you have correct permissions for that share. 2. Clear credential manager entries. 3. Map using FQDN: \\fileserver.institution.edu\sharename. 4. Ensure you're on domain network. 5. Check if drive letter conflicts. Request share access via IT portal if needed. Group membership changes may take 15 minutes to propagate.,Network & Connectivity,medium
NET012,Cannot connect to campus VPN from overseas.,Some countries block VPN protocols. Try different protocol (IKEv2 vs SSL). Use institution's global accelerator if available. Consider using virtual desktop instead. Contact IT for region-specific configuration. Emergency access available via web-based remote desktop gateway.,Network & Connectivity,high
NET013,Internet outage in entire department building.,"Check IT status page for outage notifications. Report via emergency line if not already listed. Unplug and replug network equipment after 30 seconds. Critical systems have backup connections. Outage response time: 1 hour for emergency, 4 hours standard. Updates provided every 30 minutes during major incidents.",Network & Connectivity,critical
NET014,How to register a new device on the network?,"Access device registration portal, enter device MAC address, description, owner information. Personal devices limited to 5 per user. Gaming consoles/IoT devices on separate network. Registration valid for 365 days. Enterprise devices auto-registered via Active Directory.",Network & Connectivity,low
NET015,DNS resolution failing on campus network.,"1. Flush DNS cache (ipconfig /flushdns). 2. Use institution DNS servers (10.0.0.1, 10.0.0.2). 3. Check network adapter settings. 4. Try Google DNS (8.8.8.8) temporarily. 5. Report persistent issues to IT. DNS outages affect multiple services simultaneously.",Network & Connectivity,high
SEC003,How to enable two-factor authentication for my account?,"Go to security.institution.edu > Enable 2FA. Choose method: Authenticator app (recommended), SMS, or hardware token. Download Microsoft/Google Authenticator. Scan QR code. Save backup codes securely. 2FA required for all administrative accounts, optional for others but highly recommended.",Security & Compliance,medium
SEC004,My computer is infected with ransomware.,"IMMEDIATELY disconnect from network (unplug Ethernet, disable WiFi). Do NOT pay ransom. Contact IT Security emergency line. Provide detection details. Isolate device physically. IT will contain, investigate, and restore from backups. Report to authorities if sensitive data involved.",Security & Compliance,critical
SEC005,How to securely transfer large research data files?,"Use institution's secure transfer service (globus.org or similar). For sensitive data, use encrypted transfer with PGP. Never use personal cloud storage. Internal transfers use network drives. External transfers require encryption and recipient verification. Consult research computing for datasets >100GB.",Security & Compliance,medium
SEC006,Lost university laptop - what should I do?,1. Immediately report to campus police and IT Security. 2. Change all passwords. 3. Enable remote wipe if configured. 4. File incident report. 5. Check location tracking if enabled. University may cover replacement depending on circumstances. Always use full disk encryption on mobile devices.,Security & Compliance,critical
SEC007,How often should I change my password?,"Institutional policy: Every 90 days for standard accounts, 60 days for privileged accounts. Use passphrases (3+ random words) instead of passwords. Don't reuse passwords across systems. Enable password manager for secure storage. Password changes required after security incidents.",Security & Compliance,low
SEC008,Need to store sensitive student data securely.,"Use approved encrypted storage: network drive with encryption, secure research environment, or encrypted database. Never store on local drives or personal devices. Data classification required: public, internal, confidential, restricted. Restricted data requires additional controls and training.",Security & Compliance,high
SEC009,Received security alert about suspicious login attempt.,Change password immediately if you didn't initiate login. Review recent activity in account security page. Enable 2FA if not already active. Check connected devices and revoke unfamiliar ones. Report to IT Security with alert details. Monitor account for unusual activity.,Security & Compliance,high
SEC010,How to securely dispose of old university computers?,Schedule pickup through IT asset management. Do NOT dispose in regular trash. Data destruction required: physical destruction or certified wiping. Complete asset disposal form. Return to IT with all peripherals. Personal data removal is user responsibility before hand-in.,Security & Compliance,low
SEC011,Website is flagging our institution as dangerous.,This may be due to compromised website on our domain. Contact webmaster and IT Security immediately. Check for malware on web server. Request review from Google Safe Browsing. Update security certificates. Temporary solution: Request removal via webmaster console with verification.,Security & Compliance,critical
SEC012,How to report a security vulnerability?,"Use responsible disclosure: email security@institution.edu with details. Do NOT publicly disclose. Include: vulnerability description, steps to reproduce, potential impact. Security team responds within 48 hours. Bug bounty program available for certain systems. Legal protection for good faith reports.",Security & Compliance,medium
SEC013,Need to share data with external collaborators securely.,"Use institution's collaboration platform with external sharing enabled. Set appropriate permissions (view/edit). Time-limited sharing links recommended. For highly sensitive data, use secure research environment. Data sharing agreements may be required. Consult data governance office first.",Security & Compliance,medium
SEC014,Antivirus detected threat but can't remove it.,"1. Run full system scan in safe mode. 2. Use malware removal tools (Malwarebytes, ADWCleaner). 3. Check quarantine for false positives. 4. Submit sample to IT Security for analysis. 5. Consider system restore if recent infection. Persistent malware may require reimaging.",Security & Compliance,high
SEC015,How to encrypt USB drives for university use?,Use BitLocker (Windows) or FileVault (Mac) for encryption. Institutional encryption software available for download. Password must meet complexity requirements. Recovery key stored in institutional key management. Unencrypted USB drives prohibited for sensitive data. Label encrypted drives clearly.,Security & Compliance,medium
ACC003,New employee needs computer and account setup.,"Submit new hire request form 5 business days before start date. Include: name, employee ID, department, position, required software/hardware. Accounts created automatically from HR data. Equipment ready on first day. Orientation includes IT onboarding session.",Account & Access,medium
ACC004,Can't login to learning management system.,Ensure you're using correct credentials (same as email). Clear browser cache and cookies. Try incognito mode. Check if account is locked (3 failed attempts). Password may have expired. Contact help desk with error message. System maintenance every Sunday 2-4am may cause temporary unavailability.,Account & Access,medium
ACC005,Need access to departmental shared folder.,"Request access via IT portal or department administrator. Specify folder path and required permissions (read, write, modify). Include business justification. Access granted based on role. Changes effective within 1 hour. Training available for collaborative tools.",Account & Access,low
ACC006,Account locked due to multiple failed login attempts.,"Wait 15 minutes for automatic unlock. Use self-service unlock at unlock.institution.edu. Visit help desk with ID for immediate unlock. After 3 lockouts in 24 hours, password reset required. May indicate brute force attack - report suspicious activity.",Account & Access,medium
ACC007,How to request a service account for automated processes?,"Submit service account request with: application name, purpose, owner, required permissions. Password never expires but requires quarterly review. Document usage and security controls. Monitoring required for high-privilege accounts. Allow 3 business days for setup.",Account & Access,low
ACC008,Former employee still has access to systems.,Immediately report to HR and IT. Access should be automatically revoked upon termination. Manual review of all systems may be needed. Check for shared credentials. Audit trail available for 90 days. Emergency termination process available after hours.,Account & Access,critical
ACC009,Need to access systems after graduation/retirement.,Alumni retain email for 1 year. Research data access requires special approval. Library resources available on-campus. Departmental access ends on separation date. Request extensions before leaving. Export personal data before account deactivation.,Account & Access,low
ACC010,Can't access administrative systems from off-campus.,Administrative systems require VPN connection. Additional security layer may require MFA. Some systems restricted to campus IP ranges. Check if system undergoing maintenance. Whitelist home IP address if needed (requires approval). Use virtual desktop for full access.,Account & Access,medium
ACC011,How to delegate email/calendar access to assistant?,"In Outlook: File > Account Settings > Delegate Access. Add delegate with appropriate permissions (reviewer, editor, author). Training recommended for delegates. Document delegation for audit purposes. Review delegations quarterly.",Account & Access,low
ACC012,Requesting elevated privileges for software installation.,"Submit admin rights request with justification, software list, and duration. Temporary admin rights granted for 24 hours. Permanent rights require security training and approval. Software should be from approved sources. Alternative: Use software center for installation.",Account & Access,medium
ACC013,Single sign-on not working for some applications.,Clear browser cache and restart. Try different browser. Check if application requires separate authentication. SSO downtime announced on status page. Some legacy systems not integrated. Contact application owner for system-specific issues.,Account & Access,medium
ACC014,How to merge duplicate accounts?,Contact help desk with both account names. Provide identifying information. Merging preserves data from primary account. Email aliases may be created. Process takes 2-3 business days. Data reconciliation may be required.,Account & Access,low
ACC015,Need guest account for visiting researcher.,"Sponsoring faculty submits guest account request. Include: name, affiliation, duration, required access. Accounts expire automatically. Limited to basic services. Visitor agreement may be required. Review after 90 days.",Account & Access,low
SOF003,MATLAB is running slowly on my computer.,1. Check if using network license vs local. 2. Clear MATLAB cache. 3. Increase Java heap memory in preferences. 4. Use optimized code for large datasets. 5. Consider using MATLAB Online or research computing cluster for intensive tasks. GPU acceleration available on specific workstations.,Software & Applications,medium
SOF004,Adobe Creative Cloud says license invalid.,Sign out and back in with university credentials. Check subscription status at admin console. Limited seats available - may need to free up license. Use web versions if desktop app fails. Contact IT for license pool management. Ensure you're on latest version.,Software & Applications,medium
SOF005,Statistical software (SPSS/R) not working properly.,For SPSS: Check license server connection. For R: Update packages and check dependencies. Clear workspace and restart. Use institution's RStudio Server for better performance. Data size limitations apply to local installations. Consult research computing for large datasets.,Software & Applications,medium
SOF006,Need specialized CAD software for engineering course.,Submit software request with course number and student count. Lab installations prioritized. Some CAD software requires specialized hardware. Virtual lab available for remote access. Student licenses may be limited to lab computers. Allow 2-3 weeks for deployment.,Software & Applications,low
SOF007,Citation manager (EndNote/Zotero) not syncing with library.,Update citation manager to latest version. Check library connector installation. Clear cache and reauthenticate. Use institutional subscription for full features. Web version recommended for collaboration. Library workshops available for training.,Software & Applications,low
SOF008,Video editing software rendering errors.,Check GPU drivers are updated. Ensure sufficient disk space for scratch files. Lower preview quality during editing. Use proxy files for 4K+ footage. Rendering farm available for faculty projects. Consider splitting project into sequences.,Software & Applications,medium
SOF009,Database software (Oracle/SQL Server) connection issues.,Verify connection string parameters. Check if database server is online. Network permissions may be required. Use ODBC driver from institution repository. Development vs production databases have different access. Contact DBA for persistent connection problems.,Software & Applications,high
SOF010,GIS software (ArcGIS/QGIS) crashing with large datasets.,Increase virtual memory allocation. Use file geodatabases instead of shapefiles. Simplify geometry for display purposes. Use layer visibility scaling. Consider using enterprise GIS server for large projects. Training available for optimization techniques.,Software & Applications,medium
SOF011,Programming IDE not connecting to version control.,Check Git/SSH configuration in IDE. Verify SSH keys are loaded. Use HTTPS instead of SSH if behind proxy. Configure IDE to use system Git installation. Check network permissions for port 9418. Command line Git may work if IDE fails.,Software & Applications,medium
SOF012,Virtual machine software not starting.,Enable virtualization in BIOS/UEFI. Check hypervisor requirements. Ensure sufficient RAM allocated. Some antivirus blocks VM execution. Use institution's virtualization platform for resource-intensive VMs. 64-bit guest OS requires 64-bit host.,Software & Applications,medium
SOF013,Chemistry drawing software missing elements/features.,Update to latest version from software portal. Check license level (academic vs professional). Some features require additional modules. Use web-based alternatives for collaboration. Department may have site-specific configuration.,Software & Applications,low
SOF014,Music notation software playback issues.,Check audio output device selection. Update MIDI soundfonts. Adjust buffer size in audio settings. Use ASIO drivers for low latency. External audio interface recommended for professional use. Contact music department for specialized support.,Software & Applications,low
SOF015,Language learning software not recognizing microphone.,Check microphone permissions in OS settings. Test microphone in other applications. Use headset instead of built-in microphone. Update audio drivers. Some browsers restrict microphone access - use desktop app if available.,Software & Applications,low
HRD003,Printer is constantly jamming.,"1. Turn off and unplug printer. 2. Remove all paper and check for obstructions. 3. Clean rollers with lint-free cloth. 4. Use recommended paper type and weight. 5. Check humidity - paper may be damp. 6. Replace worn rollers. If jams persist, request service visit.",Hardware & Equipment,medium
HRD004,Laptop battery not holding charge.,"Check power settings and battery health report. Calibrate battery: fully charge, then discharge completely. Replace if health below 70%. University batteries replaced free within warranty, $75 fee after. Conserve battery by reducing brightness and closing unused apps.",Hardware & Equipment,medium
HRD005,External hard drive not recognized.,1. Try different USB port/cable. 2. Check Disk Management for unallocated drive. 3. Test on another computer. 4. Update USB drivers. 5. Drive may need external power source. Data recovery available for failed drives - do NOT attempt DIY recovery.,Hardware & Equipment,medium
HRD006,Desktop computer making loud grinding noise.,IMMEDIATELY power off to prevent further damage. Likely failing fan or hard drive. Do NOT attempt to use. Contact hardware support for diagnosis. Backup data if possible before repair. Emergency replacement available for critical workstations.,Hardware & Equipment,high
HRD007,Keyboard keys sticking or not responding.,"Clean with compressed air turned upside down. For spills: immediately disconnect, clean with isopropyl alcohol. Check for debris under keys. External keyboard recommended while waiting for repair. Replacement keyboards available for checkout.",Hardware & Equipment,low
HRD008,Monitor has dead pixels.,"If under warranty and exceeding manufacturer's dead pixel policy (usually 3-5), submit replacement request. Try pixel fixing software (rapid color changes). Monitor must be 3+ years old for standard replacement. Temporary loaner available during repair.",Hardware & Equipment,low
HRD009,Docking station not charging laptop.,Check if docking station firmware is updated. Ensure using correct power adapter. Some laptops require specific docking models. Try direct connection to rule out dock issue. BIOS update may be needed for compatibility.,Hardware & Equipment,medium
HRD010,Computer overheating and shutting down.,Clean dust from vents and fans. Ensure adequate ventilation (not on soft surface). Check CPU usage for runaway processes. Thermal paste may need replacement. Laptop cooling pad recommended. Critical temperatures may indicate hardware failure.,Hardware & Equipment,high
HRD011,USB ports not working on computer.,Update chipset drivers. Check Device Manager for errors. Try different USB devices to isolate issue. BIOS settings may disable USB ports. Some ports may be power-only for charging. Hardware failure requires motherboard repair.,Hardware & Equipment,medium
HRD012,Need to connect multiple monitors to desktop.,"Check graphics card capabilities (ports and maximum displays). Use correct adapters (DisplayPort, HDMI, DVI). Configure in display settings. Dock may support multiple monitors. Additional graphics card may be needed beyond 2 displays.",Hardware & Equipment,low
HRD013,Computer beeps on startup and won't boot.,"Count beeps - pattern indicates specific error (memory, graphics, motherboard). Reseat RAM and expansion cards. Clear CMOS. Check power supply connections. Hardware diagnostic available from IT. May require component replacement.",Hardware & Equipment,high
HRD014,Scanner not feeding documents properly.,Clean scanner glass and rollers. Use document feeder for multiple pages. Ensure documents are not wrinkled or stapled. Adjust paper guides. Update scanner drivers. Some scanners have weight/size limitations.,Hardware & Equipment,low
HRD015,Webcam not working in video conferences.,Check privacy settings allow camera access. Test in Camera app first. Update drivers. Try different USB port. Some applications require specific camera resolution. External webcam available for checkout if built-in fails.,Hardware & Equipment,medium
EML003,"Inbox is full, can't receive new emails.",Delete old emails or move to archive. Empty Deleted Items folder. Remove large attachments. Increase quota via request form (requires justification). Auto-archive settings available. Consider using online archive for older emails.,Email & Communication,medium
EML004,How to recall a sent email?,In Outlook: Double-click sent message > Message > Actions > Recall This Message. Only works if recipient hasn't opened email and both using Exchange. Set to delete unread copies or replace with new message. Not guaranteed - consider sending correction instead.,Email & Communication,medium
EML005,Setting up email on mobile device.,"Use Outlook mobile app recommended. Manual setup: IMAP server outlook.office365.com, SMTP smtp.office365.com. Requires Modern Authentication. Device enrollment may be required for security policies. Remote wipe capability enabled for lost devices.",Email & Communication,low
EML006,Email search not finding recent messages.,Rebuild search index in Outlook. Check if searching correct folder. Update Outlook to latest version. Search filters may be limiting results. Use web version for more reliable search. Indexing may take time after large email imports.,Email & Communication,low
EML007,How to create email distribution lists?,"Submit distribution list request with: list name, owner, members, purpose (internal/external). Dynamic lists based on attributes (all-students, faculty-by-department). Review membership annually. External lists require moderation approval.",Email & Communication,low
EML008,Missing emails from specific sender.,Check Junk folder and safe sender list. Search server logs for delivery status. Sender may be blocked by spam filter. Rules may be moving messages. Contact sender to verify they're not receiving bouncebacks. Mail trace available for critical messages.,Email & Communication,medium
EML009,Calendar invites not sending to external users.,External calendar sharing may be restricted. Use meeting links instead of direct invites. Check if external domain accepts calendar items. Some systems block .ics files. Alternative: Send email with details and manual calendar entry.,Email & Communication,low
EML010,Email formatting issues when sending to certain recipients.,Use plain text for maximum compatibility. Avoid fancy fonts and HTML. Test with internal recipient first. Some email clients strip formatting. Attachments may be blocked by recipient's system. Consider PDF for formatted documents.,Email & Communication,low
EML011,Automatic replies (out of office) not working.,Check start/end dates and times. External replies may be disabled. Test by sending to yourself. Rules may be interfering. Mobile device may have different settings. Consider manual reply for critical contacts.,Email & Communication,low
EML012,Need to export email for legal/historical purposes.,Use eDiscovery tools for legal holds. PST export available for archival. Consult records management for retention policies. Chain of custody documentation required. Specialized tools for large-scale exports. Allow 5-10 business days for processing.,Email & Communication,medium
EML013,Email client constantly asking for password.,Clear credential manager entries. Update client to latest version. Check if password expired. Modern authentication may require reconfiguration. Some security policies require frequent reauthentication. Consider using webmail temporarily.,Email & Communication,medium
EML014,How to schedule emails to send later?,In Outlook: Write email > Options > Delay Delivery. Set specific send time. Message stays in Outbox until time. Works with Exchange online. Not available in some mobile clients. Consider time zone differences for recipients.,Email & Communication,low
EML015,Blocking spam from specific sender/domain.,Add to Blocked Senders list in junk email settings. Report spam to IT for global blocking. Be cautious - legitimate senders may use shared services. Create rule to automatically delete. Some spam appears to come from legitimate addresses (spoofing).,Email & Communication,low
DAT003,How much cloud storage do I get?,"Faculty/Staff: 1TB OneDrive, 100GB departmental share. Students: 500GB OneDrive. Research storage: Additional allocation available with justification. Retention: Data kept 1 year after separation. Backups: 30-day version history. Maximum file size: 100GB.",Data Management,low
DAT004,Best way to share large files with colleagues?,"Use OneDrive/SharePoint for collaboration. Set permissions appropriately. Share link with specific people vs anyone. Set expiration dates for sensitive data. For external sharing, require authentication. Sync files for offline access.",Data Management,low
DAT005,Database backup and recovery procedures.,"Production databases: Nightly full backup, hourly transaction logs. Retention: 30 days daily, 12 months monthly. Test restores performed quarterly. Emergency recovery: 4-hour RTO for critical systems. Contact DBA for specific recovery needs. Backup verification required.",Data Management,high
DAT006,Research data storage for long-term preservation.,Use institutional repository for published data. Raw data storage on research computing cluster. Metadata standards required for preservation. Funding agency requirements may apply. Data management plan assistance available. Cost recovery for large storage needs.,Data Management,medium
DAT007,File version history not showing recent changes.,Check if versioning is enabled for document library. Some file types don't support versioning. Manual check-in/out may be required. Version limit may be reached (default 500). Restore previous version if current corrupted. Version comments help track changes.,Data Management,medium
DAT008,Synchronization conflicts between devices.,Check which version is most recent. Sync client may be paused or offline. Resolve conflicts manually - don't rely on auto-merge. Consider using web interface for critical edits. Limit simultaneous editors for sensitive documents. Training available for collaboration tools.,Data Management,medium
DAT009,Data encryption requirements for sensitive information.,"All sensitive data must be encrypted at rest and in transit. Use BitLocker for Windows, FileVault for Mac. Encrypted containers for file-level protection. Email encryption for sensitive communications. Key management through institutional services. Annual security review required.",Data Management,high
DAT010,Migrating data from old server to new system.,Submit migration request 30 days in advance. Provide data inventory and access requirements. Test migration with sample data first. Schedule downtime during low-usage periods. Verify data integrity post-migration. Archive old data according to retention policy.,Data Management,medium
DAT011,File naming conventions and organization standards.,Use descriptive names with dates (YYYY-MM-DD). Avoid special characters. Include version numbers. Follow department-specific conventions. Metadata tagging recommended for searchability. Regular cleanup of temporary files.,Data Management,low
DAT012,Data loss prevention policies and monitoring.,"DLP scans for sensitive data patterns (SSN, credit cards). Alerts generated for policy violations. Automatic blocking of high-risk transfers. Regular audits of data access. User education on data handling. Incident response for confirmed data loss.",Data Management,high
DAT013,Collaborative editing of documents in real-time.,Use Office 365 online apps for real-time co-authoring. SharePoint/OneDrive for file storage. Comments and @mentions for collaboration. Version history tracks all changes. Mobile apps available for editing. Training workshops monthly.,Data Management,low
DAT014,Backup schedule for departmental file shares.,"Incremental backups: Nightly at 2 AM. Full backups: Weekly Saturday at 10 PM. Retention: 30 days daily, 12 months monthly, 7 years yearly. Self-service restore available for 30 days. Emergency restores within 4 hours. Test restores performed quarterly.",Data Management,medium
DAT015,Complying with data retention and destruction policies.,Data classified by type with specific retention periods. Secure destruction required after retention period. Use certified shredding for paper. Digital destruction: multiple overwrites or physical destruction. Documentation required for audit. Regular compliance training.,Data Management,medium
SYS003,"Computer running extremely slow, high disk usage.",Check Task Manager for resource usage. Run malware scan. Clear temporary files. Disable startup programs. Check for failing hard drive (high disk time). Consider hardware upgrade if consistently slow. May need reimaging for performance restoration.,System Administration,high
SYS004,Windows activation failing after hardware change.,Digital license tied to Microsoft account. Reactivate using activation troubleshooter. Enterprise KMS activation should auto-reactivate. May need to wait 24 hours for license server. Contact IT for volume licensing issues. Hardware changes may require reactivation.,System Administration,medium
SYS005,Need to restore computer to factory settings.,Backup all data first. Use recovery partition or installation media. Institutional reimage available with standard software load. Personal software/licenses not restored. Process takes 2-4 hours. Return to IT for professional reimaging recommended.,System Administration,medium
SYS006,Time and date constantly wrong on computer.,Sync with institutional time server (time.institution.edu). Check CMOS battery on desktop. Ensure time zone correct. Domain computers should auto-sync. BIOS update may be needed. Incorrect time affects authentication and logging.,System Administration,medium
SYS007,User profiles corrupt - settings not saving.,Create new user profile and migrate data. Clear profile cache. Check disk space for profile creation. Roaming profiles may have sync issues. Temporary profile indicates corruption. Contact IT for profile repair tools.,System Administration,high
SYS008,Group policy not applying correctly.,Run gpupdate /force. Check event logs for policy errors. Ensure computer/user in correct OU. Some policies require restart. Network connectivity during login affects policy application. Contact system administrators for policy issues.,System Administration,medium
SYS009,Disk space running low on system drive.,"Run Disk Cleanup as administrator. Clear temporary files, recycle bin. Move data to network drives. Uninstall unused applications. Enable storage sense. Consider disk upgrade if consistently low. Critical: Keep 15% free for performance.",System Administration,high
SYS010,Remote desktop connection failing.,Check if remote desktop enabled on target. Verify user has remote access permissions. Firewall may be blocking port 3389. Network level authentication may be required. Use institutional remote access gateway. VPN may be needed for external access.,System Administration,medium
SYS011,System logs showing repeated errors.,"Check Event Viewer for error details. Search knowledge base for error codes. Some errors are benign. Monitor for performance impact. Critical errors (disk, memory) require immediate attention. Log collection tools available for analysis.",System Administration,medium
SYS012,Windows features not installing.,Check if feature requires specific Windows edition. Some features need internet download. DISM tool can repair Windows feature store. Administrator rights required. May need to enable in group policy. Alternative software may be available.,System Administration,low
SYS013,Multiple monitors arrangement resetting.,Save display arrangement in graphics control panel. Check if monitor IDs are changing. Update graphics drivers. Some docking stations don't preserve arrangement. Login scripts may reset displays. Consider using display management software.,System Administration,low
SYS014,Print spooler service constantly stopping.,Clear print queue files. Update printer drivers. Check for corrupt print jobs. Restart print spooler service. Some security software interferes. May indicate malware infection. Consider printer migration to newer server.,System Administration,medium
SYS015,Task scheduler tasks not running.,Check task history for errors. Ensure user account has proper permissions. Tasks may be disabled. Check triggers are set correctly. Some tasks require user to be logged in. Test with simple task first.,System Administration,low
CLS003,Smartboard not responding to touch.,Calibrate using smartboard tools. Check USB connection to computer. Update smartboard drivers. Restart smartboard and computer. Some models require specific software versions. Contact classroom support for on-site calibration.,Classroom/Lab Support,high
CLS004,Document camera not displaying image.,Ensure camera is powered on. Check USB connection. Select correct input on projector. Adjust focus and lighting. Some cameras require specific software. Try different USB port. Loaner cameras available.,Classroom/Lab Support,medium
CLS005,Classroom audio system feedback/echo.,Lower microphone volume. Position speakers away from microphones. Use directional microphones. Check audio mixer settings. Some rooms have automatic feedback suppression. Contact audio-visual support for tuning.,Classroom/Lab Support,medium
CLS006,Student computers in lab not booting.,Check power to entire lab. Network boot may be failing. Imaging server may be offline. Individual computers may need reimaging. Lab reservations may affect availability. Contact lab manager for immediate assistance.,Classroom/Lab Support,high
CLS007,Lecture capture system not recording.,Check schedule for recording times. Ensure system is armed. Verify storage space available. Test with short recording first. Some rooms require manual start. Recordings process overnight - not immediately available.,Classroom/Lab Support,high
CLS008,Clicker/audience response system issues.,Ensure receiver is connected and powered. Check software compatibility. Students may need to register devices. Some systems use mobile apps now. Test before class starts. Backup plan: Use alternative polling method.,Classroom/Lab Support,medium
CLS009,Wireless presentation system not connecting.,Ensure both devices on same network. Some systems require direct WiFi connection. Update presentation software. Restart both computer and receiver. Cable connection backup recommended. Training available for wireless systems.,Classroom/Lab Support,medium
CLS010,Lab software not available on all computers.,Software deployment may be in progress. Some licenses limit concurrent users. Virtual lab may have different software. Request additional installations via lab manager. Software may require specific hardware. Allow 2 weeks for new software deployment.,Classroom/Lab Support,medium
CLS011,Classroom control panel not working.,Check power to control system. Reboot entire system (may take 5 minutes). Some functions may be locked out. Emergency override procedures available. Contact classroom support immediately. Backup controls usually available.,Classroom/Lab Support,high
CLS012,Microphone battery dead during class.,Most classrooms have spare batteries in drawer. Some microphones recharge in dock. Check charging status before class. Lapel and handheld options available. Battery life typically 8-10 hours. Report consistently short battery life.,Classroom/Lab Support,medium
CLS013,Video conferencing camera not tracking speaker.,"Ensure auto-tracking is enabled. Some systems track voice, others motion. Check camera presets. Manual control available during setup. May need recalibration. Fixed camera positions as backup.",Classroom/Lab Support,medium
CLS014,Lab printer out of toner/paper.,Check supply room for replacements. Some labs have automatic notification. Student lab prints limited to 500 pages/semester. Color printing requires authorization. Report empty supplies to lab assistant. Recycling bins for misprints.,Classroom/Lab Support,low
CLS015,Specialized lab equipment computer issues.,Do NOT attempt repairs on specialized equipment. Contact lab manager first. Some equipment requires specific OS versions. Data collection may be time-sensitive. Backup procedures for critical experiments. Service contracts for specialized equipment.,Classroom/Lab Support,high
GEN003,IT procurement process for new equipment.,Submit procurement request with specifications and justification. IT reviews for compatibility and standards. Purchase through approved vendors. Asset tagging upon receipt. Setup and deployment included. Allow 2-3 weeks for standard purchases.,General IT Support,low
GEN004,Disaster recovery procedures for department.,Departmental continuity plans required. Critical systems identified with recovery time objectives. Backup systems and alternate locations. Regular testing of recovery procedures. Emergency communication tree. Annual review and update of plans.,General IT Support,medium
GEN005,IT training opportunities for staff.,Monthly workshops on various topics. Online training library available. Department-specific training on request. Certification reimbursement program. New employee orientation sessions. Training needs assessment available.,General IT Support,low
GEN006,Software licensing compliance requirements.,Annual software audit required. Only approved software allowed. License tracking for all installations. Consequences for non-compliance. Open source alternatives encouraged. Volume licensing for cost savings.,General IT Support,medium
GEN007,Accessibility requirements for digital content.,All digital content must meet WCAG 2.1 AA. Alternative formats available upon request. Captioning for all video content. Accessibility checker tools provided. Training on accessible document creation. Compliance reviews for websites.,General IT Support,medium
GEN008,Green IT initiatives and energy saving.,Computer power management enabled. Double-sided printing default. Equipment recycling program. Virtualization to reduce hardware. Paperless processes encouraged. Energy star equipment purchasing.,General IT Support,low
GEN009,Student worker IT positions and hiring.,Positions posted through career center. Technical skills assessment required. Work-study and regular positions. Training provided. Flexible hours around class schedule. Career development opportunities.,General IT Support,low
GEN010,IT project management and request process.,"Submit project charter for review. Assessed for scope, resources, timeline. Project management office assistance. Regular status reporting. Change control procedures. Post-implementation review.",General IT Support,low
GEN011,Technology fee allocation and usage.,Fee supports student computing resources. Allocation committee with student representation. Annual report on expenditures. Lab upgrades and software licensing. Wireless network improvements. Student technology grants available.,General IT Support,low
GEN012,Classroom technology upgrade schedule.,5-year rotation for classroom technology. Prioritized by usage and age. Summer installation to minimize disruption. Faculty input on upgrades. Pilot programs for new technology. Feedback collected after upgrades.,General IT Support,low
GEN013,IT service catalog and available services.,Online service catalog with descriptions. Service level agreements defined. Request forms for each service. Status tracking for requests. Service hours and response times. Customer satisfaction surveys.,General IT Support,low
GEN014,Emergency notification system testing.,Monthly tests of email/SMS alerts. Annual full-scale test. Opt-out available for test messages. Update contact information annually. Multiple communication channels. Coordination with campus safety.,General IT Support,medium
GEN015,Website content management system support.,Training required for CMS access. Templates for consistent branding. Accessibility compliance checking. Monthly security updates. Backup and version control. Designated webmasters per department.,General IT Support,low
NET016,How to troubleshoot Ethernet connection issues?,1. Check cable is securely plugged in at both ends. 2. Try different Ethernet port on computer. 3. Test with different cable. 4. Check network adapter settings. 5. Update network drivers. 6. Try different network jack in room. 7. Contact IT if link light not showing.,Network & Connectivity,medium
NET017,Setting up a network-attached storage (NAS) device.,Submit NAS registration form with device details. Must meet security standards. Static IP assignment available. Regular security patches required. Backup to institutional storage mandatory. Performance monitoring enabled.,Network & Connectivity,low
NET018,VoIP phone not registering on network.,Check Ethernet connection to phone. Reboot phone. Verify VLAN configuration. Check power over Ethernet (PoE) switch. Update phone firmware. Contact telecom department for provisioning issues.,Network & Connectivity,medium
NET019,Bandwidth monitoring and usage policies.,Fair use policy: 50GB daily limit per user. Traffic shaping during peak hours. No peer-to-peer file sharing. Research traffic prioritized. Usage dashboard available. Excessive use may trigger review.,Network & Connectivity,low
NET020,IPv6 connectivity on campus network.,Dual-stack IPv4/IPv6 enabled campus-wide. Most services IPv6 capable. Some legacy systems IPv4 only. No NAT for IPv6 - direct addressing. Security policies apply equally. Testing available for application compatibility.,Network & Connectivity,low
SEC016,Security awareness training requirements.,Annual training required for all employees. Monthly security tips emailed. Phishing simulation tests quarterly. Specialized training for privileged users. Compliance tracking and reporting. Consequences for non-completion.,Security & Compliance,medium
SEC017,Incident response procedures for data breach.,1. Contain: Isolate affected systems. 2. Assess: Determine scope and impact. 3. Notify: Required disclosures per policy. 4. Eradicate: Remove threat. 5. Recover: Restore systems. 6. Review: Lessons learned. Legal and PR involvement as needed.,Security & Compliance,critical
SEC018,Mobile device management requirements.,Enrollment required for university data access. Minimum OS versions enforced. Remote wipe capability. Encryption required. Jailbroken/rooted devices blocked. Compliance monitoring continuous.,Security & Compliance,medium
